Date,Department,Item,Opening,In,Issued,Return,Damage,Used,Closing,Note
2026-08-19,packaging,Cp,33.0,0.0,0.0,0.0,0.0,0.0,33.0,
2026-08-19,packaging,D,1212.0,0.0,119.0,0.0,0.0,119.0,1093.0,
2026-08-19,packaging,D Bar,2.0,0.0,0.0,0.0,0.0,0.0,2.0,
2026-08-19,packaging,EB,310.0,0.0,0.0,0.0,0.0,0.0,310.0,
2026-08-19,packaging,Gift Box,695.0,0.0,0.0,0.0,0.0,0.0,695.0,
2026-08-19,packaging,Lavash Sticker,125.0,0.0,0.0,0.0,0.0,0.0,125.0,
2026-08-19,packaging,Lavash အိတ်,66.0,0.0,0.0,0.0,0.0,0.0,66.0,
2026-08-19,packaging,Logo,222.0,0.0,0.0,0.0,0.0,0.0,222.0,
2026-08-19,packaging,NB,167.0,0.0,0.0,0.0,0.0,0.0,167.0,
2026-08-19,packaging,Nc,172.0,0.0,3.0,0.0,0.0,3.0,169.0,
2026-08-19,packaging,Nco,1197.0,0.0,50.0,8.0,0.0,42.0,1155.0,
2026-08-19,packaging,Nco bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,O,1367.0,0.0,63.0,20.0,0.0,43.0,1324.0,
2026-08-19,packaging,O Bar,2.0,0.0,0.0,0.0,0.0,0.0,2.0,
2026-08-19,packaging,O အစုံ,16.0,0.0,0.0,0.0,0.0,0.0,16.0,
2026-08-19,packaging,PB ခဲအိတ်,300.0,0.0,0.0,0.0,0.0,0.0,300.0,
2026-08-19,packaging,PB180Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,PB180Sticker,37.0,0.0,0.0,0.0,0.0,0.0,37.0,
2026-08-19,packaging,PB180ခဲပြား,141.0,0.0,0.0,0.0,0.0,0.0,141.0,
2026-08-19,packaging,PB180ဖုံး,149.0,0.0,0.0,0.0,0.0,0.0,149.0,
2026-08-19,packaging,PB180ဘူး,34.0,0.0,0.0,0.0,0.0,0.0,34.0,
2026-08-19,packaging,PB400Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,PB400sticker,29.0,0.0,0.0,0.0,0.0,0.0,29.0,
2026-08-19,packaging,PB400ခဲပြား,153.0,0.0,0.0,0.0,0.0,0.0,153.0,
2026-08-19,packaging,PB400ဖုံး,52.0,0.0,0.0,0.0,0.0,0.0,52.0,
2026-08-19,packaging,PB400ဘူး,40.0,0.0,0.0,0.0,0.0,0.0,40.0,
2026-08-19,packaging,PBD Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,PBD Long,1384.0,0.0,0.0,0.0,0.0,0.0,1384.0,
2026-08-19,packaging,PBD Short,1450.0,0.0,0.0,0.0,0.0,0.0,1450.0,
2026-08-19,packaging,PBO Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,PBO Long,1178.0,0.0,0.0,0.0,0.0,0.0,1178.0,
2026-08-19,packaging,PBO Short,1281.0,0.0,0.0,0.0,0.0,0.0,1281.0,
2026-08-19,packaging,PJ Bar နောက်,1750.0,0.0,0.0,0.0,0.0,0.0,1750.0,
2026-08-19,packaging,PJ Bar ရှေ့,56.0,0.0,0.0,0.0,0.0,0.0,56.0,
2026-08-19,packaging,Peanut 50gအိတ်,1004.0,0.0,0.0,0.0,0.0,0.0,1004.0,
2026-08-19,packaging,S,1176.0,0.0,100.0,22.0,1.0,77.0,1098.0,
2026-08-19,packaging,S Bar,4494.0,0.0,100.0,21.0,2.0,77.0,4415.0,
2026-08-19,packaging,S အစုံ,11.0,0.0,0.0,0.0,0.0,0.0,11.0,
2026-08-19,packaging,Sample ခဲအိတ်,100.0,0.0,0.0,0.0,0.0,0.0,100.0,
2026-08-19,packaging,Smile,3387.0,0.0,1002.0,0.0,0.0,1002.0,2385.0,
2026-08-19,packaging,Tape,17.0,0.0,0.0,0.0,0.0,0.0,17.0,
2026-08-19,packaging,Tissue,8.0,0.0,0.0,0.0,0.0,0.0,8.0,
2026-08-19,packaging,WMB,457.0,0.0,4.0,0.0,0.0,4.0,453.0,
2026-08-19,packaging,ခဲဇစ်,2621.0,0.0,276.0,0.0,2.0,274.0,2345.0,
2026-08-19,packaging,နယ်ကဒ်,106.0,0.0,5.0,0.0,0.0,5.0,101.0,
2026-08-19,packaging,မှိုက်ကြီး,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,မှိုက်သေး,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-19,packaging,လက်အိတ်,18.0,0.0,12.0,0.0,0.0,12.0,6.0,
2026-08-19,packaging,အလှအိတ်,96.0,0.0,0.0,0.0,0.0,0.0,96.0,
2026-08-20,packaging,15×25,834.0,0.0,400.0,247.0,8.0,145.0,681.0,4ခုမုန့်ပိုထည့်
2026-08-20,packaging,15×25 R&D,98.0,0.0,0.0,0.0,0.0,0.0,98.0,
2026-08-20,packaging,4တင်းကျွတ်,2.0,0.0,0.0,0.0,0.0,0.0,2.0,
2026-08-20,packaging,5,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,5×22 R&D,100.0,0.0,0.0,0.0,0.0,0.0,100.0,
2026-08-20,packaging,6,5.0,0.0,3.0,0.0,0.0,3.0,2.0,
2026-08-20,packaging,6.5,5.0,0.0,0.0,0.0,0.0,0.0,5.0,
2026-08-20,packaging,7,4.0,0.0,0.0,0.0,0.0,0.0,4.0,
2026-08-20,packaging,750,186.0,300.0,57.0,0.0,4.0,53.0,429.0,
2026-08-20,packaging,Absober,5312.0,0.0,400.0,53.0,0.0,347.0,4965.0,
2026-08-20,packaging,Bar ခဲပိတ်,114.0,0.0,0.0,0.0,0.0,0.0,114.0,
2026-08-20,packaging,Barဇစ်,635.0,0.0,0.0,0.0,0.0,0.0,635.0,
2026-08-20,packaging,Barဖု,94.0,0.0,0.0,0.0,0.0,0.0,94.0,
2026-08-20,packaging,Br Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,Br Sticker,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
2026-08-20,packaging,C,1610.0,0.0,30.0,17.0,0.0,13.0,1597.0,
2026-08-20,packaging,C Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,C အစုံ,13.0,0.0,0.0,0.0,0.0,0.0,13.0,
2026-08-20,packaging,Cc,1160.0,0.0,85.0,5.0,0.0,80.0,1080.0,
2026-08-20,packaging,Cc bar,13725.0,0.0,0.0,0.0,0.0,0.0,13725.0,
2026-08-20,packaging,Cp,33.0,0.0,0.0,0.0,0.0,0.0,33.0,
2026-08-20,packaging,D,1093.0,0.0,72.0,3.0,0.0,69.0,1024.0,
2026-08-20,packaging,D Bar,2.0,0.0,0.0,0.0,0.0,0.0,2.0,
2026-08-20,packaging,EB,310.0,0.0,0.0,0.0,0.0,0.0,310.0,
2026-08-20,packaging,Gift Box,695.0,0.0,0.0,0.0,0.0,0.0,695.0,
2026-08-20,packaging,Lavash Sticker,125.0,0.0,0.0,0.0,0.0,0.0,125.0,
2026-08-20,packaging,Lavash အိတ်,66.0,0.0,0.0,0.0,0.0,0.0,66.0,
2026-08-20,packaging,Logo,222.0,0.0,0.0,0.0,0.0,0.0,222.0,
2026-08-20,packaging,NB,167.0,0.0,0.0,0.0,0.0,0.0,167.0,
2026-08-20,packaging,Nc,169.0,0.0,0.0,0.0,0.0,0.0,169.0,
2026-08-20,packaging,Nco,1155.0,0.0,58.0,7.0,0.0,51.0,1104.0,
2026-08-20,packaging,Nco bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,O,1324.0,0.0,96.0,0.0,4.0,92.0,1228.0,
2026-08-20,packaging,O Bar,2.0,0.0,0.0,0.0,0.0,0.0,2.0,
2026-08-20,packaging,O အစုံ,16.0,0.0,0.0,0.0,0.0,0.0,16.0,
2026-08-20,packaging,PB ခဲအိတ်,300.0,0.0,0.0,0.0,0.0,0.0,300.0,
2026-08-20,packaging,PB180Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,PB180Sticker,37.0,0.0,1.0,0.0,0.0,1.0,36.0,
2026-08-20,packaging,PB180ခဲပြား,141.0,0.0,1.0,0.0,0.0,1.0,140.0,
2026-08-20,packaging,PB180ဖုံး,149.0,0.0,1.0,0.0,0.0,1.0,148.0,
2026-08-20,packaging,PB180ဘူး,34.0,0.0,1.0,0.0,0.0,1.0,33.0,
2026-08-20,packaging,PB400Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,PB400sticker,29.0,0.0,0.0,0.0,0.0,0.0,29.0,
2026-08-20,packaging,PB400ခဲပြား,153.0,0.0,0.0,0.0,0.0,0.0,153.0,
2026-08-20,packaging,PB400ဖုံး,52.0,0.0,0.0,0.0,0.0,0.0,52.0,
2026-08-20,packaging,PB400ဘူး,40.0,0.0,0.0,0.0,0.0,0.0,40.0,
2026-08-20,packaging,PBD Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,PBD Long,1384.0,0.0,175.0,28.0,2.0,145.0,1237.0,
2026-08-20,packaging,PBD Short,1450.0,0.0,175.0,28.0,2.0,145.0,1303.0,
2026-08-20,packaging,PBO Bar,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,PBO Long,1178.0,0.0,149.0,147.0,2.0,0.0,1176.0,
2026-08-20,packaging,PBO Short,1281.0,0.0,149.0,147.0,2.0,0.0,1279.0,
2026-08-20,packaging,PJ Bar နောက်,1750.0,0.0,0.0,0.0,0.0,0.0,1750.0,
2026-08-20,packaging,PJ Bar ရှေ့,56.0,0.0,0.0,0.0,0.0,0.0,56.0,
2026-08-20,packaging,Peanut 50gအိတ်,1004.0,0.0,0.0,0.0,0.0,0.0,1004.0,
2026-08-20,packaging,S,1098.0,0.0,46.0,4.0,0.0,42.0,1056.0,
2026-08-20,packaging,S Bar,4415.0,0.0,0.0,0.0,0.0,0.0,4415.0,
2026-08-20,packaging,S အစုံ,11.0,0.0,0.0,0.0,0.0,0.0,11.0,
2026-08-20,packaging,Sample ခဲအိတ်,100.0,0.0,0.0,0.0,0.0,0.0,100.0,
2026-08-20,packaging,Smile,2385.0,0.0,1000.0,110.0,2.0,888.0,1495.0,
2026-08-20,packaging,Tape,17.0,0.0,0.0,0.0,0.0,0.0,17.0,
2026-08-20,packaging,Tissue,8.0,0.0,0.0,0.0,0.0,0.0,8.0,
2026-08-20,packaging,WMB,453.0,0.0,0.0,0.0,0.0,0.0,453.0,
2026-08-20,packaging,ခဲဇစ်,2345.0,0.0,324.0,175.0,4.0,145.0,2196.0,
2026-08-20,packaging,နယ်ကဒ်,101.0,0.0,2.0,0.0,0.0,2.0,99.0,
2026-08-20,packaging,မှိုက်ကြီး,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,မှိုက်သေး,3.0,0.0,0.0,0.0,0.0,0.0,3.0,
2026-08-20,packaging,လက်အိတ်,6.0,4.0,0.0,0.0,0.0,0.0,10.0,
2026-08-20,packaging,အလှအိတ်,96.0,0.0,0.0,0.0,0.0,0.0,96.0,
